country	name	employee	site	city	lat	long
PAYS-BAS	BOSTIK BV (HERTOGENBOSCH)	72	AGENCE COMMERCIALE	OOSTERHOUT	51.6232623	4.884197599999999
PAYS-BAS	ARKEMA BV	53	USINE DE PRODUCTION	RITTHEM / VLISSINGEN-OOS	51.4483073	3.6830563
PAYS-BAS	BOSTIK NEDERLAND BV	53	USINE DE PRODUCTION	ROOSENDAAL	51.5441115	4.4948595
PAYS-BAS	ARKEMA BV	82	USINE DE PRODUCTION	ROTTERDAM	51.8923144	4.3380597
PAYS-BAS	ARKEMA BV	34	SIEGE SOCIAL	VONDELINGENPLAAT	51.8923144	4.3380597
PHILIPPINES	BOSTIK PHILIPPINES INC	107	SIEGE SOCIAL	PASIG	14.582082	121.088380
PHILIPPINES	BOSTIK PHILIPPINES INC	16	USINE DE PRODUCTION	TAGOLOAN	8.518330	124.798033
PHILIPPINES	BOSTIK PHILIPPINES INC	102	USINE DE PRODUCTION	TANAY	14.5797053	121.3312882
PHILIPPINES	BOSTIK PHILIPPINES INC	15	USINE DE PRODUCTION	TAYTAY	14.5585549	121.1360819
POLOGNE	ARKEMA SP Z OO	68	SIEGE SOCIAL	INOWROCLAW	51.1140053	17.034463
POLOGNE	BOSTIK SP ZOO	65	AGENCE COMMERCIALE	TARNOWO	52.4626443	16.6734164
PORTUGAL	BOSTIK PORTUGAL UNIPESSOAL LDA	15	AGENCE COMMERCIALE	BRAGA	41.5621957	-8.445861299999999
ROUMANIE	BOSTIK ROMANIA SRL	111	SIEGE SOCIAL	BUFTEA	44.56297439999999	25.9388214
ROUMANIE	BOSTIK ROMANIA SRL	13	AGENCE COMMERCIALE	CLUJ	46.777117	23.624665
ROUMANIE	BOSTIK ROMANIA SRL	13	AGENCE COMMERCIALE	IASI	47.123901	27.605300
ROUMANIE	BOSTIK ROMANIA SRL	5	AGENCE COMMERCIALE	TIMISOARA	45.730435	21.237181
ROYAUME-UNI	SIROFLEX LTD	29	AGENCE COMMERCIALE	BARNSLEY	53.55263	-1.479726
ROYAUME-UNI	BOSTIK LTD	1	SIEGE SOCIAL	DALTON	54.183868	-2.698688
ROYAUME-UNI	BOSTIK LTD	21	USINE DE PRODUCTION	DALTON	54.183868	-2.698688
ROYAUME-UNI	BOSTIK ADHESIVES LIMITED	54	SIEGE SOCIAL	KIDDERMINSTER	52.379836	-2.245200
ROYAUME-UNI	BOSTIK LTD	17	SIEGE SOCIAL	LEICESTER	52.6459869	-1.1142766
ROYAUME-UNI	BOSTIK LTD	40	USINE DE PRODUCTION	LEICESTER	52.6459869	-1.1142766
ROYAUME-UNI	BOSTIK LTD	189	SIEGE SOCIAL	STAFFORD	52.82820839999999	-2.1162826
ROYAUME-UNI	BOSTIK LTD	133	USINE DE PRODUCTION	STAFFORD	52.82820839999999	-2.1162826
ROYAUME-UNI	ARKEMA UK LIMITED	22	SIEGE SOCIAL	WETHERBY	53.926126	-1.380324
RUSSIE	BOSTIK LLC	45	AGENCE COMMERCIALE	MOSCOW	55.7949959	37.6014001
SINGAPOUR	ARKEMA PTE LTD	71	SIEGE SOCIAL	SINGAPORE	1.284457	103.780115
SINGAPOUR	ARKEMA PTE LTD	161	USINE DE PRODUCTION	SINGAPORE	1.293309	103.860354
SLOVAQUIE	COATEX CEE SRO	5	AGENCE COMMERCIALE	BRATISLAVA	48.1554297	17.1567036
SUEDE	BOSTIK AB	87	SIEGE SOCIAL	HELSINGBORG	56.0464674	12.6945121
SUEDE	LIP SVERIGE AB	6	USINE DE PRODUCTION	VÄLLINGBY	59.364038	17.874179
SUEDE	LIP SVERIGE AB	11	AGENCE COMMERCIALE	VÄLLINGBY	59.364038	17.874179
SUISSE	DEN BRAVEN SCHWEIZ AG	1	AGENCE COMMERCIALE	ARBON	47.511872	9.424087
SUISSE	FEBEX SA	0	SIEGE SOCIAL	BEX	46.2499149	7.0671861
SUISSE	ARKEMA INTERNATIONAL	78	SIEGE SOCIAL	GENEVED O	46.2003242	6.1530384
SUISSE	FIXATTI AG	7	AGENCE COMMERCIALE	WALLISELLEN	47.413541	8.597927
TAIWAN	CRACKLESS MONOMER CO LTD (CMC)	2	USINE DE PRODUCTION	CHIA-YI HSIEN	23.500704	120.148255
TAIWAN	ARKEMA COMPANY LTD	13	AGENCE COMMERCIALE	TAIPEI	25.0552958	121.5541264
TCHEQUIE	ARKEMA SRO	8	AGENCE COMMERCIALE	PRAHA	50.07515249999999	14.4375259
THAILANDE	BOSTIK THAILAND CO LTD	17	SIEGE SOCIAL	BANGNATHANI	13.667146	100.633558
TURQUIE	BOSTIK KIMYA SANAYI VE TICARET ANONIM SIRKETI	19	USINE DE PRODUCTION	INEGOL	40.076609	29.499411
TURQUIE	ARKEMA KIMYA SANAYI VE TICARET ANONIM SIRKETI	19	AGENCE COMMERCIALE	ISTANBUL	40.9780919	27.511674
TURQUIE	BOSTIK KIMYA SANAYI VE TICARET ANONIM SIRKETI	29	SIEGE SOCIAL	ISTANBUL	40.9780919	27.511674
TURQUIE	BOSTIK KIMYA SANAYI VE TICARET ANONIM SIRKETI	15	USINE DE PRODUCTION	TEKIRDAG	40.968019	27.495537
VIETNAM	BOSTIK VIETNAM COMPANY LTD	8	USINE DE PRODUCTION	BINH DUONG	11.3254024	106.477017
